Barcode,Antibiotic,Site,Recommended,Percent Resistance
550,ESBL,Harvorview,YES,7
350,ESBL,Harvorview,YES,1
660,ESBL,Harvorview,YES,0
741,ESBL,Harvorview,YES,12
750,ESBL,Harvorview,YES,7
710,ESBL,Harvorview,YES,11
521,ESBL,Harvorview,YES,8
130,ESBL,Harvorview,YES,2
320,ESBL,Harvorview,YES,7
720,ESBL,Harvorview,YES,11
611,ESBL,Harvorview,YES,0
540,ESBL,Harvorview,YES,12
730,ESBL,Harvorview,YES,7
631,ESBL,Harvorview,YES,11
230,ESBL,Harvorview,YES,8
621,ESBL,Harvorview,YES,2
341,ESBL,Harvorview,YES,7
330,ESBL,Harvorview,YES,11
240,ESBL,Harvorview,YES,0
221,ESBL,Harvorview,YES,2
121,ESBL,Harvorview,YES,7
641,ESBL,Harvorview,YES,11
20,ESBL,Harvorview,YES,8
400,ESBL,Harvorview,YES,12
331,ESBL,Harvorview,YES,7
650,ESBL,Harvorview,YES,11
770,ESBL,Harvorview,YES,8
610,ESBL,Harvorview,YES,12
161,ESBL,Harvorview,YES,7
600,ESBL,Harvorview,YES,11
E. coli,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
561,Trimethoprim/Sulfamethoxazole,Harvorview,NO,69
620,Trimethoprim/Sulfamethoxazole,Harvorview,NO,26
571,Trimethoprim/Sulfamethoxazole,Harvorview,NO,70
271,Trimethoprim/Sulfamethoxazole,Harvorview,NO,62
530,Trimethoprim/Sulfamethoxazole,Harvorview,NO,28
760,Trimethoprim/Sulfamethoxazole,Harvorview,NO,28
361,Trimethoprim/Sulfamethoxazole,Harvorview,NO,26
771,Trimethoprim/Sulfamethoxazole,Harvorview,NO,31
560,Trimethoprim/Sulfamethoxazole,Harvorview,NO,48
360,Trimethoprim/Sulfamethoxazole,Harvorview,NO,33
761,Trimethoprim/Sulfamethoxazole,Harvorview,NO,41
751,Trimethoprim/Sulfamethoxazole,Harvorview,NO,55
721,Trimethoprim/Sulfamethoxazole,Harvorview,YES,18
371,Trimethoprim/Sulfamethoxazole,Harvorview,NO,30
531,Trimethoprim/Sulfamethoxazole,Harvorview,YES,1
131,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
661,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
511,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
261,Trimethoprim/Sulfamethoxazole,Harvorview,NO,30
551,Trimethoprim/Sulfamethoxazole,Harvorview,NO,48
520,Trimethoprim/Sulfamethoxazole,Harvorview,NO,27
700,Trimethoprim/Sulfamethoxazole,Harvorview,NO,47
231,Trimethoprim/Sulfamethoxazole,Harvorview,NO,87
260,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
510,Trimethoprim/Sulfamethoxazole,Harvorview,NO,35
171,Trimethoprim/Sulfamethoxazole,Harvorview,NO,53
500,Trimethoprim/Sulfamethoxazole,Harvorview,NO,100
200,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
220,Trimethoprim/Sulfamethoxazole,Harvorview,NO,44
731,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
351,Trimethoprim/Sulfamethoxazole,Harvorview,YES,1
570,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
300,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
671,Trimethoprim/Sulfamethoxazole,Harvorview,NO,97
630,Trimethoprim/Sulfamethoxazole,Harvorview,YES,1
251,Trimethoprim/Sulfamethoxazole,Harvorview,NO,98
711,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
321,Trimethoprim/Sulfamethoxazole,Harvorview,NO,22
160,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
651,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
370,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
550,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
350,Trimethoprim/Sulfamethoxazole,Harvorview,NO,100
660,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
741,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
750,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
710,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
521,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
130,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
320,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
720,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
611,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
540,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
730,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
631,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
230,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
621,Trimethoprim/Sulfamethoxazole,Harvorview,NO,100
341,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
330,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
240,Trimethoprim/Sulfamethoxazole,Harvorview,YES,0
221,Trimethoprim/Sulfamethoxazole,Harvorview,YES,2
121,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
641,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
20,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
400,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
331,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
650,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
770,Trimethoprim/Sulfamethoxazole,Harvorview,NO,43
610,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
161,Trimethoprim/Sulfamethoxazole,Harvorview,NO,42
600,Trimethoprim/Sulfamethoxazole,Harvorview,NO,46
E. coli,Ciprofloxacin,Harvorview,NO,30
561,Ciprofloxacin,Harvorview,NO,93
620,Ciprofloxacin,Harvorview,YES,3
571,Ciprofloxacin,Harvorview,NO,74
271,Ciprofloxacin,Harvorview,YES,10
530,Ciprofloxacin,Harvorview,YES,2
760,Ciprofloxacin,Harvorview,YES,5
361,Ciprofloxacin,Harvorview,NO,26
771,Ciprofloxacin,Harvorview,YES,15
560,Ciprofloxacin,Harvorview,NO,40
360,Ciprofloxacin,Harvorview,YES,6
761,Ciprofloxacin,Harvorview,NO,41
751,Ciprofloxacin,Harvorview,YES,12
721,Ciprofloxacin,Harvorview,NO,52
371,Ciprofloxacin,Harvorview,YES,0
531,Ciprofloxacin,Harvorview,YES,1
131,Ciprofloxacin,Harvorview,YES,0
661,Ciprofloxacin,Harvorview,YES,2
511,Ciprofloxacin,Harvorview,YES,0
261,Ciprofloxacin,Harvorview,YES,1
551,Ciprofloxacin,Harvorview,YES,0
520,Ciprofloxacin,Harvorview,YES,2
700,Ciprofloxacin,Harvorview,YES,0
231,Ciprofloxacin,Harvorview,NO,30
260,Ciprofloxacin,Harvorview,YES,0
510,Ciprofloxacin,Harvorview,YES,2
171,Ciprofloxacin,Harvorview,NO,53
500,Ciprofloxacin,Harvorview,YES,1
200,Ciprofloxacin,Harvorview,NO,30
220,Ciprofloxacin,Harvorview,YES,2
731,Ciprofloxacin,Harvorview,YES,0
351,Ciprofloxacin,Harvorview,YES,1
570,Ciprofloxacin,Harvorview,NO,65
300,Ciprofloxacin,Harvorview,NO,100
671,Ciprofloxacin,Harvorview,YES,17
630,Ciprofloxacin,Harvorview,NO,100
251,Ciprofloxacin,Harvorview,YES,0
711,Ciprofloxacin,Harvorview,YES,2
321,Ciprofloxacin,Harvorview,YES,0
160,Ciprofloxacin,Harvorview,NO,33
651,Ciprofloxacin,Harvorview,YES,0
370,Ciprofloxacin,Harvorview,YES,2
550,Ciprofloxacin,Harvorview,NO,29
350,Ciprofloxacin,Harvorview,YES,1
660,Ciprofloxacin,Harvorview,YES,0
741,Ciprofloxacin,Harvorview,NO,34
750,Ciprofloxacin,Harvorview,NO,29
710,Ciprofloxacin,Harvorview,NO,33
521,Ciprofloxacin,Harvorview,NO,30
130,Ciprofloxacin,Harvorview,YES,2
320,Ciprofloxacin,Harvorview,NO,29
720,Ciprofloxacin,Harvorview,NO,33
611,Ciprofloxacin,Harvorview,YES,0
540,Ciprofloxacin,Harvorview,NO,34
730,Ciprofloxacin,Harvorview,NO,29
631,Ciprofloxacin,Harvorview,NO,33
230,Ciprofloxacin,Harvorview,NO,30
621,Ciprofloxacin,Harvorview,YES,2
341,Ciprofloxacin,Harvorview,NO,29
330,Ciprofloxacin,Harvorview,NO,33
240,Ciprofloxacin,Harvorview,YES,0
221,Ciprofloxacin,Harvorview,YES,2
121,Ciprofloxacin,Harvorview,NO,29
641,Ciprofloxacin,Harvorview,NO,33
20,Ciprofloxacin,Harvorview,NO,30
400,Ciprofloxacin,Harvorview,NO,34
331,Ciprofloxacin,Harvorview,NO,29
650,Ciprofloxacin,Harvorview,NO,33
770,Ciprofloxacin,Harvorview,NO,30
610,Ciprofloxacin,Harvorview,NO,34
161,Ciprofloxacin,Harvorview,NO,29
600,Ciprofloxacin,Harvorview,NO,33
E. coli,Nitrofurantoin,Harvorview,YES,5
561,Nitrofurantoin,Harvorview,YES,11
620,Nitrofurantoin,Harvorview,YES,0
571,Nitrofurantoin,Harvorview,YES,14
271,Nitrofurantoin,Harvorview,YES,0
530,Nitrofurantoin,Harvorview,YES,2
760,Nitrofurantoin,Harvorview,YES,10
361,Nitrofurantoin,Harvorview,YES,1
771,Nitrofurantoin,Harvorview,YES,0
560,Nitrofurantoin,Harvorview,YES,2
360,Nitrofurantoin,Harvorview,YES,7
761,Nitrofurantoin,Harvorview,YES,1
751,Nitrofurantoin,Harvorview,YES,0
721,Nitrofurantoin,Harvorview,YES,2
371,Nitrofurantoin,Harvorview,YES,0
531,Nitrofurantoin,Harvorview,YES,1
131,Nitrofurantoin,Harvorview,YES,0
661,Nitrofurantoin,Harvorview,YES,2
511,Nitrofurantoin,Harvorview,YES,0
261,Nitrofurantoin,Harvorview,YES,18
551,Nitrofurantoin,Harvorview,YES,0
520,Nitrofurantoin,Harvorview,YES,2
700,Nitrofurantoin,Harvorview,NO,97
231,Nitrofurantoin,Harvorview,NO,21
260,Nitrofurantoin,Harvorview,NO,31
510,Nitrofurantoin,Harvorview,YES,2
171,Nitrofurantoin,Harvorview,YES,0
500,Nitrofurantoin,Harvorview,YES,1
200,Nitrofurantoin,Harvorview,YES,5
220,Nitrofurantoin,Harvorview,YES,2
731,Nitrofurantoin,Harvorview,YES,0
351,Nitrofurantoin,Harvorview,YES,1
570,Nitrofurantoin,Harvorview,YES,0
300,Nitrofurantoin,Harvorview,YES,2
671,Nitrofurantoin,Harvorview,NO,37
630,Nitrofurantoin,Harvorview,YES,8
251,Nitrofurantoin,Harvorview,YES,0
711,Nitrofurantoin,Harvorview,YES,2
321,Nitrofurantoin,Harvorview,YES,0
160,Nitrofurantoin,Harvorview,YES,8
651,Nitrofurantoin,Harvorview,YES,5
370,Nitrofurantoin,Harvorview,YES,8
550,Nitrofurantoin,Harvorview,YES,4
350,Nitrofurantoin,Harvorview,YES,1
660,Nitrofurantoin,Harvorview,YES,0
741,Nitrofurantoin,Harvorview,YES,8
750,Nitrofurantoin,Harvorview,YES,4
710,Nitrofurantoin,Harvorview,YES,8
521,Nitrofurantoin,Harvorview,YES,5
130,Nitrofurantoin,Harvorview,YES,2
320,Nitrofurantoin,Harvorview,YES,4
720,Nitrofurantoin,Harvorview,YES,8
611,Nitrofurantoin,Harvorview,YES,0
540,Nitrofurantoin,Harvorview,YES,8
730,Nitrofurantoin,Harvorview,YES,4
631,Nitrofurantoin,Harvorview,YES,8
230,Nitrofurantoin,Harvorview,YES,5
621,Nitrofurantoin,Harvorview,NO,100
341,Nitrofurantoin,Harvorview,YES,4
330,Nitrofurantoin,Harvorview,YES,8
240,Nitrofurantoin,Harvorview,YES,0
221,Nitrofurantoin,Harvorview,YES,2
121,Nitrofurantoin,Harvorview,YES,4
641,Nitrofurantoin,Harvorview,YES,8
20,Nitrofurantoin,Harvorview,YES,5
400,Nitrofurantoin,Harvorview,YES,8
331,Nitrofurantoin,Harvorview,YES,4
650,Nitrofurantoin,Harvorview,YES,8
770,Nitrofurantoin,Harvorview,YES,5
610,Nitrofurantoin,Harvorview,YES,8
161,Nitrofurantoin,Harvorview,YES,4
600,Nitrofurantoin,Harvorview,YES,8
E. coli,Ampicillin,Keck,NO,66
561,Ampicillin,Keck,NO,92
620,Ampicillin,Keck,NO,75
571,Ampicillin,Keck,NO,79
271,Ampicillin,Keck,NO,81
530,Ampicillin,Keck,NO,32
760,Ampicillin,Keck,NO,22
361,Ampicillin,Keck,NO,100
771,Ampicillin,Keck,NO,65
560,Ampicillin,Keck,NO,52
360,Ampicillin,Keck,NO,30
761,Ampicillin,Keck,NO,44
751,Ampicillin,Keck,NO,48
721,Ampicillin,Keck,NO,22
371,Ampicillin,Keck,NO,77
531,Ampicillin,Keck,YES,1
131,Ampicillin,Keck,NO,66
661,Ampicillin,Keck,YES,2
511,Ampicillin,Keck,NO,65
261,Ampicillin,Keck,NO,100
551,Ampicillin,Keck,NO,66
520,Ampicillin,Keck,NO,69
700,Ampicillin,Keck,NO,97
231,Ampicillin,Keck,NO,100
260,Ampicillin,Keck,NO,65
510,Ampicillin,Keck,YES,2
171,Ampicillin,Keck,NO,65
500,Ampicillin,Keck,NO,100
200,Ampicillin,Keck,NO,98
220,Ampicillin,Keck,NO,69
731,Ampicillin,Keck,NO,97
351,Ampicillin,Keck,NO,69
570,Ampicillin,Keck,NO,66
300,Ampicillin,Keck,NO,100
671,Ampicillin,Keck,NO,97
630,Ampicillin,Keck,YES,1
251,Ampicillin,Keck,NO,98
711,Ampicillin,Keck,NO,100
321,Ampicillin,Keck,YES,0
160,Ampicillin,Keck,NO,100
651,Ampicillin,Keck,NO,66
370,Ampicillin,Keck,NO,100
550,Ampicillin,Keck,NO,65
350,Ampicillin,Keck,NO,69
660,Ampicillin,Keck,NO,66
741,Ampicillin,Keck,NO,69
750,Ampicillin,Keck,NO,65
710,Ampicillin,Keck,NO,69
521,Ampicillin,Keck,NO,66
130,Ampicillin,Keck,NO,69
320,Ampicillin,Keck,NO,65
720,Ampicillin,Keck,NO,69
611,Ampicillin,Keck,NO,66
540,Ampicillin,Keck,NO,69
730,Ampicillin,Keck,NO,65
631,Ampicillin,Keck,YES,1
230,Ampicillin,Keck,NO,98
621,Ampicillin,Keck,NO,69
341,Ampicillin,Keck,NO,65
330,Ampicillin,Keck,NO,69
240,Ampicillin,Keck,NO,66
221,Ampicillin,Keck,NO,69
121,Ampicillin,Keck,NO,65
641,Ampicillin,Keck,NO,69
20,Ampicillin,Keck,NO,66
400,Ampicillin,Keck,NO,69
331,Ampicillin,Keck,NO,65
650,Ampicillin,Keck,NO,69
770,Ampicillin,Keck,NO,66
610,Ampicillin,Keck,NO,69
161,Ampicillin,Keck,NO,65
600,Ampicillin,Keck,NO,69
E. coli,Amoxicillin/Clavulanate,Keck,NO,41
561,Amoxicillin/Clavulanate,Keck,NO,71
620,Amoxicillin/Clavulanate,Keck,NO,27
571,Amoxicillin/Clavulanate,Keck,NO,34
271,Amoxicillin/Clavulanate,Keck,NO,48
530,Amoxicillin/Clavulanate,Keck,NO,29
760,Amoxicillin/Clavulanate,Keck,YES,10
361,Amoxicillin/Clavulanate,Keck,NO,41
771,Amoxicillin/Clavulanate,Keck,NO,48
560,Amoxicillin/Clavulanate,Keck,NO,27
360,Amoxicillin/Clavulanate,Keck,NO,30
761,Amoxicillin/Clavulanate,Keck,NO,30
751,Amoxicillin/Clavulanate,Keck,YES,0
721,Amoxicillin/Clavulanate,Keck,NO,22
371,Amoxicillin/Clavulanate,Keck,NO,77
531,Amoxicillin/Clavulanate,Keck,YES,1
131,Amoxicillin/Clavulanate,Keck,NO,41
661,Amoxicillin/Clavulanate,Keck,YES,2
511,Amoxicillin/Clavulanate,Keck,NO,40
261,Amoxicillin/Clavulanate,Keck,YES,1
551,Amoxicillin/Clavulanate,Keck,NO,41
520,Amoxicillin/Clavulanate,Keck,NO,44
700,Amoxicillin/Clavulanate,Keck,NO,47
231,Amoxicillin/Clavulanate,Keck,NO,100
260,Amoxicillin/Clavulanate,Keck,YES,0
510,Amoxicillin/Clavulanate,Keck,YES,2
171,Amoxicillin/Clavulanate,Keck,NO,40
500,Amoxicillin/Clavulanate,Keck,NO,51
200,Amoxicillin/Clavulanate,Keck,NO,98
220,Amoxicillin/Clavulanate,Keck,NO,44
731,Amoxicillin/Clavulanate,Keck,NO,97
351,Amoxicillin/Clavulanate,Keck,NO,44
570,Amoxicillin/Clavulanate,Keck,NO,41
300,Amoxicillin/Clavulanate,Keck,YES,2
671,Amoxicillin/Clavulanate,Keck,NO,97
630,Amoxicillin/Clavulanate,Keck,YES,1
251,Amoxicillin/Clavulanate,Keck,YES,0
711,Amoxicillin/Clavulanate,Keck,YES,2
321,Amoxicillin/Clavulanate,Keck,YES,0
160,Amoxicillin/Clavulanate,Keck,NO,100
651,Amoxicillin/Clavulanate,Keck,NO,41
370,Amoxicillin/Clavulanate,Keck,YES,2
550,Amoxicillin/Clavulanate,Keck,NO,40
350,Amoxicillin/Clavulanate,Keck,NO,44
660,Amoxicillin/Clavulanate,Keck,NO,41
741,Amoxicillin/Clavulanate,Keck,NO,44
750,Amoxicillin/Clavulanate,Keck,NO,40
710,Amoxicillin/Clavulanate,Keck,NO,44
521,Amoxicillin/Clavulanate,Keck,NO,41
130,Amoxicillin/Clavulanate,Keck,NO,44
320,Amoxicillin/Clavulanate,Keck,NO,40
720,Amoxicillin/Clavulanate,Keck,NO,44
611,Amoxicillin/Clavulanate,Keck,NO,41
540,Amoxicillin/Clavulanate,Keck,NO,44
730,Amoxicillin/Clavulanate,Keck,NO,40
631,Amoxicillin/Clavulanate,Keck,YES,1
230,Amoxicillin/Clavulanate,Keck,NO,98
621,Amoxicillin/Clavulanate,Keck,NO,44
341,Amoxicillin/Clavulanate,Keck,NO,40
330,Amoxicillin/Clavulanate,Keck,NO,44
240,Amoxicillin/Clavulanate,Keck,NO,41
221,Amoxicillin/Clavulanate,Keck,NO,44
121,Amoxicillin/Clavulanate,Keck,NO,40
641,Amoxicillin/Clavulanate,Keck,NO,44
20,Amoxicillin/Clavulanate,Keck,NO,41
400,Amoxicillin/Clavulanate,Keck,NO,44
331,Amoxicillin/Clavulanate,Keck,NO,40
650,Amoxicillin/Clavulanate,Keck,NO,44
770,Amoxicillin/Clavulanate,Keck,NO,41
610,Amoxicillin/Clavulanate,Keck,NO,44
161,Amoxicillin/Clavulanate,Keck,NO,40
600,Amoxicillin/Clavulanate,Keck,NO,44
E. coli,Cephalexin,Keck,NO,22
561,Cephalexin,Keck,NO,53
620,Cephalexin,Keck,YES,7
571,Cephalexin,Keck,YES,12
271,Cephalexin,Keck,YES,15
530,Cephalexin,Keck,YES,2
760,Cephalexin,Keck,YES,10
361,Cephalexin,Keck,NO,61
771,Cephalexin,Keck,NO,48
560,Cephalexin,Keck,YES,2
360,Cephalexin,Keck,YES,0
761,Cephalexin,Keck,YES,15
751,Cephalexin,Keck,YES,0
721,Cephalexin,Keck,YES,2
371,Cephalexin,Keck,NO,37
531,Cephalexin,Keck,YES,1
131,Cephalexin,Keck,NO,22
661,Cephalexin,Keck,YES,2
511,Cephalexin,Keck,NO,21
261,Cephalexin,Keck,YES,1
551,Cephalexin,Keck,NO,22
520,Cephalexin,Keck,NO,26
700,Cephalexin,Keck,NO,47
231,Cephalexin,Keck,NO,34
260,Cephalexin,Keck,YES,0
510,Cephalexin,Keck,YES,2
171,Cephalexin,Keck,NO,21
500,Cephalexin,Keck,YES,1
200,Cephalexin,Keck,YES,0
220,Cephalexin,Keck,NO,26
731,Cephalexin,Keck,YES,0
351,Cephalexin,Keck,NO,25
570,Cephalexin,Keck,NO,22
300,Cephalexin,Keck,YES,2
671,Cephalexin,Keck,YES,0
630,Cephalexin,Keck,YES,1
251,Cephalexin,Keck,YES,0
711,Cephalexin,Keck,YES,2
321,Cephalexin,Keck,YES,0
160,Cephalexin,Keck,YES,1
651,Cephalexin,Keck,NO,22
370,Cephalexin,Keck,NO,100
550,Cephalexin,Keck,NO,21
350,Cephalexin,Keck,NO,25
660,Cephalexin,Keck,NO,22
741,Cephalexin,Keck,NO,26
750,Cephalexin,Keck,NO,21
710,Cephalexin,Keck,NO,25
521,Cephalexin,Keck,NO,22
130,Cephalexin,Keck,NO,26
320,Cephalexin,Keck,NO,21
720,Cephalexin,Keck,NO,25
611,Cephalexin,Keck,NO,22
540,Cephalexin,Keck,NO,26
730,Cephalexin,Keck,NO,21
631,Cephalexin,Keck,YES,1
230,Cephalexin,Keck,YES,0
621,Cephalexin,Keck,NO,26
341,Cephalexin,Keck,NO,21
330,Cephalexin,Keck,NO,25
240,Cephalexin,Keck,NO,22
221,Cephalexin,Keck,NO,26
121,Cephalexin,Keck,NO,21
641,Cephalexin,Keck,NO,25
20,Cephalexin,Keck,NO,22
400,Cephalexin,Keck,NO,26
331,Cephalexin,Keck,NO,21
650,Cephalexin,Keck,NO,25
770,Cephalexin,Keck,NO,22
610,Cephalexin,Keck,NO,26
161,Cephalexin,Keck,NO,21
600,Cephalexin,Keck,NO,25
E. coli,Ceftazidime,Keck,YES,18
561,Ceftazidime,Keck,NO,47
620,Ceftazidime,Keck,YES,0
571,Ceftazidime,Keck,YES,12
271,Ceftazidime,Keck,YES,15
530,Ceftazidime,Keck,YES,2
760,Ceftazidime,Keck,YES,10
361,Ceftazidime,Keck,NO,41
771,Ceftazidime,Keck,NO,23
560,Ceftazidime,Keck,YES,2
360,Ceftazidime,Keck,NO,30
761,Ceftazidime,Keck,YES,15
751,Ceftazidime,Keck,YES,0
721,Ceftazidime,Keck,YES,2
371,Ceftazidime,Keck,NO,37
531,Ceftazidime,Keck,YES,1
131,Ceftazidime,Keck,YES,18
661,Ceftazidime,Keck,YES,2
511,Ceftazidime,Keck,YES,17
261,Ceftazidime,Keck,YES,1
551,Ceftazidime,Keck,YES,18
520,Ceftazidime,Keck,NO,21
700,Ceftazidime,Keck,NO,47
231,Ceftazidime,Keck,NO,34
260,Ceftazidime,Keck,YES,0
510,Ceftazidime,Keck,YES,2
171,Ceftazidime,Keck,YES,17
500,Ceftazidime,Keck,YES,1
200,Ceftazidime,Keck,YES,0
220,Ceftazidime,Keck,NO,21
731,Ceftazidime,Keck,YES,0
351,Ceftazidime,Keck,NO,21
570,Ceftazidime,Keck,YES,18
300,Ceftazidime,Keck,YES,2
671,Ceftazidime,Keck,YES,0
630,Ceftazidime,Keck,YES,1
251,Ceftazidime,Keck,YES,0
711,Ceftazidime,Keck,YES,2
321,Ceftazidime,Keck,YES,0
160,Ceftazidime,Keck,YES,1
651,Ceftazidime,Keck,YES,18
370,Ceftazidime,Keck,NO,100
550,Ceftazidime,Keck,YES,17
350,Ceftazidime,Keck,NO,21
660,Ceftazidime,Keck,YES,18
741,Ceftazidime,Keck,NO,21
750,Ceftazidime,Keck,YES,17
710,Ceftazidime,Keck,NO,21
521,Ceftazidime,Keck,YES,18
130,Ceftazidime,Keck,NO,21
320,Ceftazidime,Keck,YES,17
720,Ceftazidime,Keck,NO,21
611,Ceftazidime,Keck,YES,18
540,Ceftazidime,Keck,NO,21
730,Ceftazidime,Keck,YES,17
631,Ceftazidime,Keck,YES,1
230,Ceftazidime,Keck,YES,0
621,Ceftazidime,Keck,NO,21
341,Ceftazidime,Keck,YES,17
330,Ceftazidime,Keck,NO,21
240,Ceftazidime,Keck,YES,18
221,Ceftazidime,Keck,NO,21
121,Ceftazidime,Keck,YES,17
641,Ceftazidime,Keck,NO,21
20,Ceftazidime,Keck,YES,18
400,Ceftazidime,Keck,NO,21
331,Ceftazidime,Keck,YES,17
650,Ceftazidime,Keck,NO,21
770,Ceftazidime,Keck,YES,18
610,Ceftazidime,Keck,NO,21
161,Ceftazidime,Keck,YES,17
600,Ceftazidime,Keck,NO,21
E. coli,ESBL,Keck,YES,10
561,ESBL,Keck,NO,41
620,ESBL,Keck,YES,0
571,ESBL,Keck,YES,1
271,ESBL,Keck,YES,15
530,ESBL,Keck,YES,2
760,ESBL,Keck,YES,0
361,ESBL,Keck,YES,1
771,ESBL,Keck,NO,23
560,ESBL,Keck,YES,2
360,ESBL,Keck,YES,0
761,ESBL,Keck,YES,1
751,ESBL,Keck,YES,0
721,ESBL,Keck,YES,2
371,ESBL,Keck,NO,37
531,ESBL,Keck,YES,1
131,ESBL,Keck,YES,10
661,ESBL,Keck,YES,2
511,ESBL,Keck,YES,9
261,ESBL,Keck,YES,1
551,ESBL,Keck,YES,10
520,ESBL,Keck,YES,14
700,ESBL,Keck,NO,47
231,ESBL,Keck,YES,1
260,ESBL,Keck,YES,0
510,ESBL,Keck,YES,2
171,ESBL,Keck,YES,9
500,ESBL,Keck,YES,1
200,ESBL,Keck,YES,0
220,ESBL,Keck,YES,14
731,ESBL,Keck,YES,0
351,ESBL,Keck,YES,13
570,ESBL,Keck,YES,10
300,ESBL,Keck,YES,2
671,ESBL,Keck,YES,0
630,ESBL,Keck,YES,1
251,ESBL,Keck,YES,0
711,ESBL,Keck,YES,2
321,ESBL,Keck,YES,0
160,ESBL,Keck,YES,1
651,ESBL,Keck,YES,10
370,ESBL,Keck,YES,2
550,ESBL,Keck,YES,9
350,ESBL,Keck,YES,13
660,ESBL,Keck,YES,10
741,ESBL,Keck,YES,14
750,ESBL,Keck,YES,9
710,ESBL,Keck,YES,13
521,ESBL,Keck,YES,10
130,ESBL,Keck,YES,14
320,ESBL,Keck,YES,9
720,ESBL,Keck,YES,13
611,ESBL,Keck,YES,10
540,ESBL,Keck,YES,14
730,ESBL,Keck,YES,9
631,ESBL,Keck,YES,1
230,ESBL,Keck,YES,0
621,ESBL,Keck,YES,14
341,ESBL,Keck,YES,9
330,ESBL,Keck,YES,13
240,ESBL,Keck,YES,10
221,ESBL,Keck,YES,14
121,ESBL,Keck,YES,9
641,ESBL,Keck,YES,13
20,ESBL,Keck,YES,10
400,ESBL,Keck,YES,14
331,ESBL,Keck,YES,9
650,ESBL,Keck,YES,13
770,ESBL,Keck,YES,10
610,ESBL,Keck,YES,14
161,ESBL,Keck,YES,9
600,ESBL,Keck,YES,13
E. coli,Trimethoprim/Sulfamethoxazole,Keck,NO,49
561,Trimethoprim/Sulfamethoxazole,Keck,NO,77
620,Trimethoprim/Sulfamethoxazole,Keck,YES,17
571,Trimethoprim/Sulfamethoxazole,Keck,NO,57
271,Trimethoprim/Sulfamethoxazole,Keck,NO,98
530,Trimethoprim/Sulfamethoxazole,Keck,YES,20
760,Trimethoprim/Sulfamethoxazole,Keck,YES,10
361,Trimethoprim/Sulfamethoxazole,Keck,NO,21
771,Trimethoprim/Sulfamethoxazole,Keck,NO,48
560,Trimethoprim/Sulfamethoxazole,Keck,NO,52
360,Trimethoprim/Sulfamethoxazole,Keck,YES,0
761,Trimethoprim/Sulfamethoxazole,Keck,NO,72
751,Trimethoprim/Sulfamethoxazole,Keck,NO,23
721,Trimethoprim/Sulfamethoxazole,Keck,NO,22
371,Trimethoprim/Sulfamethoxazole,Keck,NO,77
531,Trimethoprim/Sulfamethoxazole,Keck,YES,1
131,Trimethoprim/Sulfamethoxazole,Keck,NO,49
661,Trimethoprim/Sulfamethoxazole,Keck,YES,2
511,Trimethoprim/Sulfamethoxazole,Keck,NO,48
261,Trimethoprim/Sulfamethoxazole,Keck,YES,1
551,Trimethoprim/Sulfamethoxazole,Keck,NO,49
520,Trimethoprim/Sulfamethoxazole,Keck,NO,53
700,Trimethoprim/Sulfamethoxazole,Keck,NO,97
231,Trimethoprim/Sulfamethoxazole,Keck,NO,68
260,Trimethoprim/Sulfamethoxazole,Keck,NO,98
510,Trimethoprim/Sulfamethoxazole,Keck,YES,2
